epoch;precision;recall;accuracy;f1;timestamp
0;0.04783481958852051;0.05680868213038742;0.0544;0.02979937709822118;2023-05-07 20:48:35
1;0.0681080287380255;0.08043211719032353;0.0826;0.06413645581090069;2023-05-07 20:49:05
2;0.11138615638632583;0.11051418285875535;0.1114;0.08977150518529166;2023-05-07 20:49:35
3;0.13328270968258205;0.13227859107512357;0.134;0.11552222695785952;2023-05-07 20:50:05
4;0.14842799580169677;0.14888966267634043;0.1506;0.13173250179739443;2023-05-07 20:50:35
5;0.16976297096861526;0.1606533117122092;0.1628;0.147312322819302;2023-05-07 20:51:05
6;0.19593974173752968;0.18069177386795748;0.1832;0.17051341435062142;2023-05-07 20:51:35
7;0.20465173289765962;0.18459635906962535;0.1858;0.1770638970504336;2023-05-07 20:52:05
8;0.21771898323879768;0.20301731078565846;0.2034;0.19507545766429912;2023-05-07 20:52:35
9;0.21954666238146023;0.20324873945857103;0.2038;0.1920860868875401;2023-05-07 20:53:04
