epoch;precision;recall;accuracy;f1;timestamp
0;0.06179232651724347;0.06750948372434311;0.0664;0.0543023989458357;2023-05-07 20:27:35
1;0.09834703131563546;0.09745127619429361;0.0986;0.08343222967087276;2023-05-07 20:27:43
2;0.11486241534538238;0.1085819953359875;0.1096;0.09905121622201384;2023-05-07 20:27:51
3;0.13455766798880844;0.12940917092401863;0.1306;0.1198039743444129;2023-05-07 20:27:58
4;0.137115488613185;0.13327263349880114;0.133;0.12354824457449984;2023-05-07 20:28:06
5;0.14593176891781434;0.14401754789894683;0.1438;0.13647577824545126;2023-05-07 20:28:14
6;0.14868968766806553;0.14646318466375033;0.1464;0.13723461082768107;2023-05-07 20:28:21
7;0.15563802825966289;0.15855373910142628;0.1602;0.14988168054867232;2023-05-07 20:28:29
8;0.15307945653756047;0.15098725764087978;0.1536;0.145909378682181;2023-05-07 20:28:36
9;0.15754996181114342;0.1531219356155881;0.1542;0.1469803112806758;2023-05-07 20:28:44
