epoch;precision;recall;accuracy;f1;timestamp
0;0.09942291594109381;0.13157934685484418;0.19519519519519518;0.08694840198589181;2023-05-07 17:10:37
1;0.22454243491063758;0.16732414413101673;0.2503412503412503;0.1166135990611756;2023-05-07 17:11:40
2;0.4024815810785329;0.38025963330449;0.4374829374829375;0.36254251690727296;2023-05-07 17:12:43
3;0.5700168280963455;0.529774849595778;0.5767130767130767;0.5414266226402724;2023-05-07 17:13:46
4;0.6570012819480191;0.6168135797264904;0.6528801528801529;0.6265729051291175;2023-05-07 17:14:49
5;0.6852945855585943;0.6642462066932576;0.687960687960688;0.6682846494991078;2023-05-07 17:15:52
6;0.7229279256591346;0.7009762012936542;0.723996723996724;0.7053276216217552;2023-05-07 17:16:55
7;0.7417040852840574;0.7112138032424686;0.7336882336882337;0.7201126793886801;2023-05-07 17:17:57
8;0.7599329895145183;0.7326682598084486;0.7568932568932569;0.743664025836035;2023-05-07 17:19:00
9;0.754778901955137;0.7475181158141997;0.7619437619437619;0.746625104773422;2023-05-07 17:20:04
