epoch;step;loss_value;timestamp
0;1;3.9489636421203613;2023-04-29 22:10:24
0;101;2.554683208465576;2023-04-29 22:11:44
0;201;2.3624863624572754;2023-04-29 22:13:03
0;301;2.1176764965057373;2023-04-29 22:14:21
0;401;2.3267126083374023;2023-04-29 22:15:40
0;501;1.9631386995315552;2023-04-29 22:16:59
1;1;1.9519593715667725;2023-04-29 22:17:12
1;101;1.7155396938323975;2023-04-29 22:18:30
1;201;1.501218318939209;2023-04-29 22:19:49
1;301;1.2927508354187012;2023-04-29 22:21:08
1;401;1.3218364715576172;2023-04-29 22:22:27
1;501;1.2737427949905396;2023-04-29 22:23:46
2;1;1.1335402727127075;2023-04-29 22:23:59
2;101;1.0819072723388672;2023-04-29 22:25:17
2;201;0.9957790374755859;2023-04-29 22:26:36
2;301;0.8743867874145508;2023-04-29 22:27:55
2;401;0.9379882216453552;2023-04-29 22:29:14
2;501;0.978354811668396;2023-04-29 22:30:33
3;1;0.9784308075904846;2023-04-29 22:30:45
3;101;0.864006757736206;2023-04-29 22:32:04
3;201;0.7219657897949219;2023-04-29 22:33:23
3;301;0.671638011932373;2023-04-29 22:34:42
3;401;0.8677031993865967;2023-04-29 22:36:01
3;501;0.9067695140838623;2023-04-29 22:37:19
4;1;0.8929151892662048;2023-04-29 22:37:31
4;101;0.6659754514694214;2023-04-29 22:38:50
4;201;0.6126688122749329;2023-04-29 22:40:09
4;301;0.6877474784851074;2023-04-29 22:41:28
4;401;0.8393849730491638;2023-04-29 22:42:47
4;501;0.8054139018058777;2023-04-29 22:44:06
5;1;0.7760658264160156;2023-04-29 22:44:18
5;101;0.6329765319824219;2023-04-29 22:45:37
5;201;0.5874717831611633;2023-04-29 22:46:56
5;301;0.4568237364292145;2023-04-29 22:48:15
5;401;0.6114708185195923;2023-04-29 22:49:34
5;501;0.7051510810852051;2023-04-29 22:50:54
6;1;0.7053567171096802;2023-04-29 22:51:06
6;101;0.5413262248039246;2023-04-29 22:52:25
6;201;0.3705363869667053;2023-04-29 22:53:44
6;301;0.5666492581367493;2023-04-29 22:55:03
6;401;0.6697186231613159;2023-04-29 22:56:22
6;501;0.7025629878044128;2023-04-29 22:57:42
7;1;0.6595790982246399;2023-04-29 22:57:54
7;101;0.6383695602416992;2023-04-29 22:59:13
7;201;0.5447209477424622;2023-04-29 23:00:33
7;301;0.4016941487789154;2023-04-29 23:01:52
7;401;0.6436208486557007;2023-04-29 23:03:11
7;501;0.6197128891944885;2023-04-29 23:04:30
8;1;0.4431270360946655;2023-04-29 23:04:42
8;101;0.6444166898727417;2023-04-29 23:06:01
8;201;0.7135881185531616;2023-04-29 23:07:21
8;301;0.41685932874679565;2023-04-29 23:08:40
8;401;0.7178336381912231;2023-04-29 23:09:59
8;501;0.7979110479354858;2023-04-29 23:11:18
9;1;0.664226233959198;2023-04-29 23:11:30
9;101;0.6653969287872314;2023-04-29 23:12:50
9;201;0.31255078315734863;2023-04-29 23:14:08
9;301;0.5930835604667664;2023-04-29 23:15:27
9;401;0.6941392421722412;2023-04-29 23:16:46
9;501;0.5746936798095703;2023-04-29 23:18:05
