epoch;precision;recall;accuracy;f1;timestamp
0;0.1682040580385508;0.16386663012976813;0.22563472563472564;0.14611704346956988;;2023-05-05 13:21:31
1;0.297562839077079;0.28374014588049945;0.33046683046683045;0.2812365695858368;;2023-05-05 13:21:50
2;0.39656760930357865;0.36167521000058206;0.41850941850941853;0.3627062715434566;;2023-05-05 13:22:09
3;0.4554852171439803;0.4363551727098602;0.4808899808899809;0.43927652255012195;;2023-05-05 13:22:28
4;0.4979245463707979;0.48551413005640587;0.5195195195195195;0.4863444973369603;;2023-05-05 13:22:46
5;0.5415390605679875;0.5244858518968096;0.5548730548730548;0.5277622099569197;;2023-05-05 13:23:05
6;0.5639346139295458;0.5376079838824757;0.5756210756210757;0.5464395543293769;;2023-05-05 13:23:23
7;0.6031407963216446;0.5713392004001283;0.6063336063336063;0.5820728350308385;;2023-05-05 13:23:42
8;0.6119528791658589;0.5874030924768152;0.6167076167076168;0.59470016237225;;2023-05-05 13:24:00
9;0.6184859154176655;0.6100477298126583;0.6345891345891346;0.6123025732971134;;2023-05-05 13:24:19
