epoch;precision;recall;accuracy;f1;timestamp
0;0.352295842928085;0.33543114613627784;0.3362;0.3270201423048459;2023-05-07 18:40:36
1;0.40523024577178435;0.3854877631600077;0.3858;0.37412408834870475;2023-05-07 18:41:06
2;0.4387838035279015;0.4317639103448352;0.4304;0.4287161576854464;2023-05-07 18:41:36
3;0.4493934394186013;0.4462295677554831;0.4456;0.43808431333304065;2023-05-07 18:42:06
4;0.47481382420857904;0.46516798234588264;0.465;0.46441723086663966;2023-05-07 18:42:35
5;0.4903693959038102;0.48371147843521467;0.4844;0.4790863175969804;2023-05-07 18:43:05
6;0.4971665102398732;0.49728783430405493;0.4986;0.4931612847459873;2023-05-07 18:43:35
7;0.4992027359442476;0.5006189926662444;0.501;0.49479954650707275;2023-05-07 18:44:05
8;0.5155740032341722;0.4929513549337169;0.4936;0.4912786480381115;2023-05-07 18:44:35
9;0.5127222671061639;0.5119617637327266;0.5124;0.5096310008344613;2023-05-07 18:45:05
