epoch;precision;recall;accuracy;f1;timestamp
0;0.09583715274160295;0.10045435354874806;0.1002;0.0806054782681829;2023-05-07 20:18:08
1;0.13447269643785056;0.12683876375600625;0.1292;0.11423129550165793;2023-05-07 20:18:24
2;0.15483221260467347;0.14084036364571298;0.1436;0.12983994639632188;2023-05-07 20:18:40
3;0.18718182546780288;0.16687396491753595;0.1682;0.1557797542178875;2023-05-07 20:18:56
4;0.18785143155120065;0.18074807183223718;0.1824;0.17080283688915493;2023-05-07 20:19:12
5;0.20133442246576705;0.19511376142490822;0.1958;0.18363522900888113;2023-05-07 20:19:28
6;0.21225045154801556;0.1984778903465029;0.2016;0.19285393639746712;2023-05-07 20:19:44
7;0.23766697865807662;0.21449874612928638;0.2154;0.21026221575494936;2023-05-07 20:20:00
8;0.25252856578303745;0.21797787103802835;0.219;0.21926368711005062;2023-05-07 20:20:16
9;0.24232951785615495;0.2268971397735144;0.2276;0.22365600421931564;2023-05-07 20:20:32
