epoch;precision;recall;accuracy;f1;timestamp
0;0.045852838104938946;0.10719483926738509;0.18973518973518974;0.0554620903961748;2023-05-07 16:59:20
1;0.14973792974053768;0.17899585231995827;0.2777777777777778;0.1264272368575809;2023-05-07 17:00:23
2;0.41798926491368815;0.3846245080985091;0.4507234507234507;0.3813844971490154;2023-05-07 17:01:26
3;0.574306188650418;0.5277267374879252;0.5784875784875785;0.5353198704910883;2023-05-07 17:02:29
4;0.6762724822220589;0.6198078850909904;0.6564291564291564;0.6385859020967419;2023-05-07 17:03:32
5;0.683185660576406;0.6691636753283392;0.6947856947856947;0.6717497030879949;2023-05-07 17:04:34
6;0.7096417088195539;0.7004555984507853;0.7205842205842206;0.7006266565559885;2023-05-07 17:05:37
7;0.7161811936775924;0.7093820994162324;0.7285012285012284;0.7108042164480529;2023-05-07 17:06:40
8;0.7583151098942846;0.7316545233975777;0.7537537537537538;0.7409279269170278;2023-05-07 17:07:43
9;0.7740627127740244;0.7420417910982225;0.7691782691782691;0.7530474342746883;2023-05-07 17:08:46
