epoch;step;loss_value;timestamp
0;1;3.691891670227051;2023-04-30 03:05:47
0;101;2.3986001014709473;2023-04-30 03:08:51
0;201;2.3776535987854004;2023-04-30 03:11:54
0;301;2.424945831298828;2023-04-30 03:14:57
0;401;2.4530410766601562;2023-04-30 03:18:03
0;501;2.4051761627197266;2023-04-30 03:20:56
1;1;2.2635889053344727;2023-04-30 03:21:25
1;101;2.285700559616089;2023-04-30 03:24:30
1;201;2.206411838531494;2023-04-30 03:27:34
1;301;2.1376771926879883;2023-04-30 03:30:38
1;401;2.0259506702423096;2023-04-30 03:33:43
1;501;2.1654369831085205;2023-04-30 03:36:47
2;1;2.120640754699707;2023-04-30 03:37:16
2;101;2.012364625930786;2023-04-30 03:40:20
2;201;1.8173158168792725;2023-04-30 03:43:24
2;301;1.6323151588439941;2023-04-30 03:46:28
2;401;1.6173096895217896;2023-04-30 03:49:32
2;501;1.5846704244613647;2023-04-30 03:52:36
3;1;1.5045878887176514;2023-04-30 03:53:05
3;101;1.7248973846435547;2023-04-30 03:56:09
3;201;1.4974373579025269;2023-04-30 03:59:13
3;301;1.2318562269210815;2023-04-30 04:02:16
3;401;1.1693696975708008;2023-04-30 04:05:19
3;501;1.279538631439209;2023-04-30 04:08:23
4;1;1.312110424041748;2023-04-30 04:08:51
4;101;1.42686128616333;2023-04-30 04:11:55
4;201;1.1667053699493408;2023-04-30 04:14:59
4;301;0.8817992210388184;2023-04-30 04:18:01
4;401;1.1506229639053345;2023-04-30 04:21:03
4;501;1.1836576461791992;2023-04-30 04:24:09
5;1;1.0383241176605225;2023-04-30 04:24:38
5;101;1.205672025680542;2023-04-30 04:27:42
5;201;1.0366392135620117;2023-04-30 04:30:46
5;301;0.882836103439331;2023-04-30 04:33:47
5;401;0.904727578163147;2023-04-30 04:36:49
5;501;1.0417535305023193;2023-04-30 04:39:51
6;1;1.0582284927368164;2023-04-30 04:40:19
6;101;1.1332322359085083;2023-04-30 04:43:20
6;201;0.8600559234619141;2023-04-30 04:46:23
6;301;0.6331115961074829;2023-04-30 04:49:25
6;401;0.9735153913497925;2023-04-30 04:52:27
6;501;0.9669841527938843;2023-04-30 04:55:30
7;1;0.9485242962837219;2023-04-30 04:55:59
7;101;1.016726016998291;2023-04-30 04:59:01
7;201;0.7675690650939941;2023-04-30 05:02:04
7;301;0.572494387626648;2023-04-30 05:05:07
7;401;0.9450570344924927;2023-04-30 05:08:10
7;501;0.941087007522583;2023-04-30 05:11:14
8;1;0.7722485661506653;2023-04-30 05:11:42
8;101;0.8908708095550537;2023-04-30 05:14:44
8;201;0.7175650596618652;2023-04-30 05:17:46
8;301;0.6466162800788879;2023-04-30 05:20:49
8;401;0.8697483539581299;2023-04-30 05:23:51
8;501;0.9689534902572632;2023-04-30 05:26:55
9;1;0.7710877656936646;2023-04-30 05:27:23
9;101;0.8959535956382751;2023-04-30 05:30:27
9;201;0.7379974126815796;2023-04-30 05:33:30
9;301;0.5953729748725891;2023-04-30 05:36:33
9;401;0.8506971597671509;2023-04-30 05:39:37
9;501;0.8109925985336304;2023-04-30 05:42:42
