epoch;precision;recall;accuracy;f1;timestamp
0;0.3111676742988402;0.3141551985228876;0.3146;0.3096829276553677;2023-05-07 18:14:00
1;0.3707614678374787;0.37363447400584726;0.373;0.36590983271073785;2023-05-07 18:14:08
2;0.3990814837357552;0.39542311720876605;0.3952;0.3938002314759411;2023-05-07 18:14:15
3;0.40708749851777515;0.40860937560352345;0.408;0.40602716382546983;2023-05-07 18:14:22
4;0.4174283061791141;0.41928346152680424;0.418;0.41506779419316525;2023-05-07 18:14:29
5;0.42457331282795546;0.42653930071054613;0.4268;0.4233468191249191;2023-05-07 18:14:37
6;0.4338726022243523;0.43586550799904555;0.4368;0.4317620964648975;2023-05-07 18:14:44
7;0.43798554781867327;0.43707407899011663;0.4364;0.43473671662874247;2023-05-07 18:14:51
8;0.4268876750233769;0.42979688571103525;0.4294;0.4255637266227234;2023-05-07 18:14:58
9;0.42830578434025285;0.4328543538987958;0.4328;0.4288368130703203;2023-05-07 18:15:05
