epoch;precision;recall;accuracy;f1;timestamp
0;0.0893036489698033;0.08675761505466113;0.0902;0.066076017832108;2023-05-07 20:14:55
1;0.13025404620601588;0.1314442005184682;0.1354;0.1048996964871241;2023-05-07 20:15:11
2;0.17749904275785572;0.15561889838650134;0.1572;0.13658458826269945;2023-05-07 20:15:28
3;0.17860617772907186;0.17318603039706124;0.1754;0.16076631619134357;2023-05-07 20:15:44
4;0.19925378865843377;0.18132244417432924;0.1816;0.1706626053942589;2023-05-07 20:16:00
5;0.21192735583857705;0.19755492496227814;0.2006;0.19141408222910866;2023-05-07 20:16:17
6;0.22020070506490874;0.21186185234021207;0.2124;0.20197022854041932;2023-05-07 20:16:33
7;0.23059691326366177;0.22624709316621128;0.2264;0.21623569468940038;2023-05-07 20:16:49
8;0.24150569634847105;0.22743651847161503;0.229;0.21992328439823744;2023-05-07 20:17:06
9;0.2539340143437426;0.23052283178772406;0.2324;0.2257183767187464;2023-05-07 20:17:22
