epoch;precision;recall;accuracy;f1;timestamp
0;0.08140026403051154;0.08522528261827265;0.0866;0.06715188199930572;2023-05-07 20:21:14
1;0.10927393061739755;0.12102686312082712;0.121;0.10322024533193389;2023-05-07 20:21:25
2;0.12967425855742964;0.1306070949695124;0.1332;0.11570838162344747;2023-05-07 20:21:37
3;0.16120316358119957;0.15392047725040237;0.1564;0.14286581285360286;2023-05-07 20:21:48
4;0.16261712233159337;0.16037824864385034;0.1626;0.14784097460204648;2023-05-07 20:21:59
5;0.1799411122638698;0.17774229247936685;0.1794;0.16736271041319437;2023-05-07 20:22:10
6;0.18657500067878072;0.17929698456415252;0.182;0.17221584687809138;2023-05-07 20:22:21
7;0.19445280668544018;0.18906309188513537;0.1906;0.1826650136681525;2023-05-07 20:22:32
8;0.19362187218973134;0.1899536708960296;0.1906;0.18232287917445666;2023-05-07 20:22:43
9;0.208595169975705;0.19051896190267492;0.1924;0.18962063115979355;2023-05-07 20:22:54
