epoch;precision;recall;accuracy;f1;timestamp
0;0.1203164453782594;0.11690244802723841;0.17526617526617527;0.09746836286916953;;2023-05-05 12:54:23
1;0.22120993212782453;0.20725060174048998;0.2571662571662572;0.19604606936578745;;2023-05-05 12:54:37
2;0.30577771636526857;0.2833285341956079;0.33306033306033306;0.27504354523142943;;2023-05-05 12:54:50
3;0.4019316204870485;0.37325532722954696;0.42492492492492495;0.37288539094148715;;2023-05-05 12:55:03
4;0.4622733900391981;0.44085685122409374;0.49085449085449084;0.4418624890057763;;2023-05-05 12:55:16
5;0.4916125839259191;0.48455264671992415;0.5203385203385203;0.47979156571563814;;2023-05-05 12:55:30
6;0.5465426591644313;0.5254988506629592;0.561015561015561;0.5306412935994038;;2023-05-05 12:55:43
7;0.5820218408625853;0.5511596166509254;0.5874965874965875;0.559633067902128;;2023-05-05 12:55:55
8;0.6209465440893809;0.569451064886656;0.6124761124761124;0.5864696028092262;;2023-05-05 12:56:08
9;0.6004614092684804;0.5893426419065696;0.6183456183456183;0.5920896086407351;;2023-05-05 12:56:21
