epoch;precision;recall;accuracy;f1;timestamp
0;0.052403115252495885;0.053403865048985144;0.053;0.030309004030230038;2023-05-07 21:57:40
1;0.06529400963627363;0.08456646719101615;0.0834;0.06116026233786245;2023-05-07 21:58:12
2;0.08899304175309376;0.10556098842024543;0.1084;0.08337717417500037;2023-05-07 21:58:45
3;0.11532223761764314;0.11590867000115451;0.1186;0.09874678064785757;2023-05-07 21:59:17
4;0.12502838046278933;0.12133417887954016;0.121;0.10702737654029186;2023-05-07 21:59:49
5;0.12967349309515597;0.13546628279166323;0.1368;0.11916277986966803;2023-05-07 22:00:22
6;0.15674399301755232;0.15261778907964083;0.1528;0.13939596584230898;2023-05-07 22:00:55
7;0.16272062820109187;0.15908295296818686;0.1618;0.14957763997592471;2023-05-07 22:01:27
8;0.18277532461430382;0.17625286735916645;0.1784;0.16434989471982367;2023-05-07 22:01:59
9;0.18748246839430358;0.18043473274596952;0.1814;0.17125907514062075;2023-05-07 22:02:32
