epoch;precision;recall;accuracy;f1;timestamp
0;0.12812071775778713;0.12170063875307827;0.18591318591318592;0.0992353082238566;;2023-05-05 12:51:30
1;0.2321084615160068;0.22447756970376434;0.27422877422877423;0.2116354697045523;;2023-05-05 12:51:44
2;0.3495213231191913;0.331541963402498;0.37728637728637726;0.325789056222593;;2023-05-05 12:51:57
3;0.46170294664640166;0.4291133285379492;0.4755664755664756;0.43343246819171977;;2023-05-05 12:52:11
4;0.5034241639549427;0.48588758745719857;0.5232050232050232;0.4889590065178343;;2023-05-05 12:52:24
5;0.5572772522116491;0.5311357249879579;0.562926562926563;0.533598929687782;;2023-05-05 12:52:38
6;0.5779968934570222;0.5643712172062402;0.5924105924105925;0.5668697831718157;;2023-05-05 12:52:51
7;0.6184162286143537;0.5886018663629141;0.6212121212121212;0.598568607922869;;2023-05-05 12:53:05
8;0.6410734303337136;0.6039118000168856;0.6367731367731367;0.6183529522472797;;2023-05-05 12:53:18
9;0.6391358270336583;0.6223447617875586;0.6471471471471472;0.6263601815221097;;2023-05-05 12:53:31
