epoch;precision;recall;accuracy;f1;timestamp
0;0.05502695713101612;0.05751095532578605;0.0578;0.037189897985225547;2023-05-07 22:09:48
1;0.06187169274757734;0.08056938973609926;0.0808;0.057710707248674685;2023-05-07 22:10:12
2;0.0921168232029468;0.0945234735512945;0.0964;0.07871544534777336;2023-05-07 22:10:35
3;0.1005410504017258;0.10871784375764032;0.1114;0.09328013943928141;2023-05-07 22:10:59
4;0.11696157045258974;0.12359895298795932;0.1264;0.10906980216355235;2023-05-07 22:11:22
5;0.1267531862797634;0.12960066659969813;0.1328;0.11584677372280838;2023-05-07 22:11:46
6;0.14171172210191788;0.13827851668519556;0.14;0.12630450982877897;2023-05-07 22:12:09
7;0.14358273849870057;0.13777767632446752;0.14;0.1293199765088124;2023-05-07 22:12:32
8;0.14351273086783167;0.14159666330839463;0.145;0.1332325181514147;2023-05-07 22:12:56
9;0.15056274691814941;0.1504670798585532;0.152;0.14246194986637595;2023-05-07 22:13:19
