epoch;precision;recall;accuracy;f1;timestamp
0;0.15373727811790772;0.13867547408449188;0.2087087087087087;0.11296216803478139;;2023-05-05 13:25:24
1;0.2641545612262248;0.2508125192866942;0.30644280644280647;0.23938225498525983;;2023-05-05 13:25:43
2;0.35585639446604267;0.3428315294128193;0.3931203931203931;0.33365729475843187;;2023-05-05 13:26:02
3;0.44240334841685297;0.4198353021128439;0.46287196287196286;0.42016083688184913;;2023-05-05 13:26:21
4;0.498153491215361;0.4725687872245721;0.5212940212940212;0.47676250225716865;;2023-05-05 13:26:39
5;0.5395663003320391;0.5116445845033586;0.5552825552825553;0.5201394351175016;;2023-05-05 13:26:58
6;0.5664963733431175;0.5303516797747216;0.5715260715260715;0.5397400653279835;;2023-05-05 13:27:17
7;0.5938704645532223;0.5658995409611232;0.6022386022386023;0.5731966659562792;;2023-05-05 13:27:36
8;0.6096657707368678;0.585267776324949;0.6218946218946219;0.5915445399670143;;2023-05-05 13:27:55
9;0.6158458406404583;0.6060261173867381;0.6333606333606333;0.6074897394290366;;2023-05-05 13:28:13
