epoch;step;loss_value;timestamp
0;1;3.721550941467285;2023-04-30 11:14:07
0;101;2.148848056793213;2023-04-30 11:16:20
0;201;2.1709787845611572;2023-04-30 11:18:31
0;301;1.9299513101577759;2023-04-30 11:20:42
1;1;2.1165688037872314;2023-04-30 11:21:50
1;101;1.7376638650894165;2023-04-30 11:24:01
1;201;1.9754509925842285;2023-04-30 11:26:12
1;301;1.859726905822754;2023-04-30 11:28:23
2;1;1.856379508972168;2023-04-30 11:29:31
2;101;1.5484620332717896;2023-04-30 11:31:42
2;201;1.767383098602295;2023-04-30 11:33:53
2;301;1.5312663316726685;2023-04-30 11:36:05
3;1;1.5281680822372437;2023-04-30 11:37:13
3;101;1.4981887340545654;2023-04-30 11:39:24
3;201;1.6561226844787598;2023-04-30 11:41:35
3;301;1.4422869682312012;2023-04-30 11:43:46
4;1;1.4830740690231323;2023-04-30 11:44:54
4;101;1.4220446348190308;2023-04-30 11:47:05
4;201;1.485527753829956;2023-04-30 11:49:18
4;301;1.4389729499816895;2023-04-30 11:51:30
5;1;1.3451881408691406;2023-04-30 11:52:38
5;101;1.363720178604126;2023-04-30 11:54:50
5;201;1.6238453388214111;2023-04-30 11:57:03
5;301;1.2508718967437744;2023-04-30 11:59:15
6;1;1.2844910621643066;2023-04-30 12:00:24
6;101;1.3089159727096558;2023-04-30 12:02:37
6;201;1.2997437715530396;2023-04-30 12:04:50
6;301;1.223792552947998;2023-04-30 12:07:04
7;1;1.2708935737609863;2023-04-30 12:08:12
7;101;1.2487874031066895;2023-04-30 12:10:24
7;201;1.2721027135849;2023-04-30 12:12:36
7;301;1.2672260999679565;2023-04-30 12:14:49
8;1;1.155627727508545;2023-04-30 12:15:57
8;101;1.1907682418823242;2023-04-30 12:18:08
8;201;1.208778738975525;2023-04-30 12:20:21
8;301;1.181532859802246;2023-04-30 12:22:32
9;1;1.0737287998199463;2023-04-30 12:23:41
9;101;1.1497788429260254;2023-04-30 12:25:53
9;201;1.1056020259857178;2023-04-30 12:28:06
9;301;1.1457573175430298;2023-04-30 12:30:18
