epoch;precision;recall;accuracy;f1;timestamp
0;0.2080448072846285;0.214600748361697;0.2132;0.15851220431430088;2023-05-07 19:15:29
1;0.3289271469380968;0.3224766772120321;0.3264;0.29060350388001904;2023-05-07 19:16:44
2;0.3785666663298645;0.38230792747575926;0.3822;0.3641816967102228;2023-05-07 19:18:00
3;0.41018830716913646;0.40542313511098893;0.4054;0.3995496464440159;2023-05-07 19:19:15
4;0.4425095014417577;0.43108352370221914;0.4324;0.4282079188082532;2023-05-07 19:20:30
5;0.45278489006421674;0.4373740606695497;0.4396;0.4301878149294244;2023-05-07 19:21:46
6;0.4404659743205924;0.4440133172476883;0.444;0.4230112918188677;2023-05-07 19:23:01
7;0.454837207265923;0.4574297484970969;0.4568;0.4386289947405656;2023-05-07 19:24:16
8;0.49473914004000397;0.48127598778013103;0.481;0.48297207276473253;2023-05-07 19:25:32
9;0.5017222899418333;0.4934201719111638;0.495;0.48375764135093524;2023-05-07 19:26:47
