epoch;precision;recall;accuracy;f1;timestamp
0;0.22622593128654173;0.18098609699037757;0.24365274365274364;0.1584723236749281;2023-05-07 17:44:59
1;0.37564635720384504;0.3515672383375484;0.40554190554190556;0.3466507402200603;2023-05-07 17:45:31
2;0.5064570434101172;0.46696834861086495;0.5182910182910183;0.47497662290892106;2023-05-07 17:46:01
3;0.5666323019880211;0.5446738580661543;0.5814905814905815;0.5488011136053436;2023-05-07 17:46:32
4;0.6070535162821337;0.5806182997512047;0.6173901173901174;0.5882421275982568;2023-05-07 17:47:02
5;0.6316218404497042;0.6074002663329285;0.6389571389571389;0.6157314052576469;2023-05-07 17:47:33
6;0.6570998721462858;0.6267594998674177;0.6591591591591591;0.634049083774029;2023-05-07 17:48:03
7;0.6746069127954264;0.6525413929530542;0.677040677040677;0.6604804015662904;2023-05-07 17:48:34
8;0.699088818505352;0.6593775157944545;0.6901446901446902;0.6730093575899758;2023-05-07 17:49:04
9;0.6907334427378451;0.6678646388077096;0.6904176904176904;0.6733855131804689;2023-05-07 17:49:34
