epoch;precision;recall;accuracy;f1;timestamp
0;0.3858776420808709;0.3812518871702489;0.3806;0.3740130927173656;2023-05-07 18:01:13
1;0.43733698089860634;0.436039445419835;0.4364;0.4253638093399516;2023-05-07 18:01:29
2;0.4639103956320273;0.4663363949712447;0.4658;0.45764426537288594;2023-05-07 18:01:46
3;0.49176800847151575;0.48951329969036667;0.4884;0.48348850390205866;2023-05-07 18:02:02
4;0.4947865579108792;0.48673616191989755;0.4848;0.4824154257735726;2023-05-07 18:02:18
5;0.5268363622657998;0.5232466056316051;0.5234;0.5213682891889226;2023-05-07 18:02:34
6;0.5398742151705719;0.5403117950094174;0.5406;0.5382196951186108;2023-05-07 18:02:51
7;0.49707859623802797;0.4906232749889538;0.4892;0.4864204995235042;2023-05-07 18:03:07
8;0.5383484047082782;0.5350415791983985;0.5344;0.529458323397211;2023-05-07 18:03:23
9;0.5488156796322999;0.5495585024985524;0.5502;0.5477942212590907;2023-05-07 18:03:39
