epoch;precision;recall;accuracy;f1;timestamp
0;0.06519614958336295;0.06803490393098315;0.0678;0.050865517588500504;2023-05-07 21:11:18
1;0.07721011738585865;0.08686302968509779;0.0872;0.06948720617348698;2023-05-07 21:11:33
2;0.10018035384953512;0.10679428941127343;0.1084;0.09214062693912214;2023-05-07 21:11:47
3;0.12222791412390788;0.12218140541031505;0.1232;0.11003389191157228;2023-05-07 21:12:01
4;0.13008838847312332;0.13303356791662904;0.1354;0.11990455436712484;2023-05-07 21:12:15
5;0.1427378244460986;0.14375826703955025;0.145;0.13380233308572576;2023-05-07 21:12:30
6;0.1442686058996496;0.14782807411702908;0.1496;0.13769155732117944;2023-05-07 21:12:44
7;0.16023917311865415;0.1631533632681766;0.1654;0.15408536390155617;2023-05-07 21:12:58
8;0.1649685387276197;0.16278607432379702;0.1652;0.1559621948255115;2023-05-07 21:13:12
9;0.1651516867855965;0.16416079474672002;0.1654;0.15763291814383462;2023-05-07 21:13:26
