epoch;precision;recall;accuracy;f1;timestamp
0;0.17257994414693534;0.15885380905549745;0.22426972426972427;0.12286564210470748;2023-05-07 17:39:02
1;0.2808771540808789;0.23930247609790906;0.30535080535080533;0.2167403872050097;2023-05-07 17:39:33
2;0.37994411537989514;0.35087037811063315;0.4107289107289107;0.33996071395521726;2023-05-07 17:40:04
3;0.4375779096393715;0.4269919724683099;0.4711984711984712;0.42134273260300537;2023-05-07 17:40:34
4;0.5347369826780812;0.4973787814056626;0.5408135408135408;0.5007070890006463;2023-05-07 17:41:05
5;0.5857951962514198;0.5404762945663859;0.5794430794430795;0.5522252496228781;2023-05-07 17:41:35
6;0.6199041280361646;0.5814295474227207;0.6206661206661207;0.5920247268902676;2023-05-07 17:42:06
7;0.6184311970308288;0.6127393809393473;0.6412776412776413;0.6128174518094288;2023-05-07 17:42:36
8;0.6587829961038894;0.6297432461676677;0.6613431613431613;0.6396568118254004;2023-05-07 17:43:07
9;0.6710501732275171;0.6467792035958514;0.6745836745836746;0.6531161004984491;2023-05-07 17:43:37
