epoch;step;loss_value;timestamp
0;1;3.72916316986084;2023-04-29 21:03:44
0;101;2.7584569454193115;2023-04-29 21:05:03
0;201;2.1994340419769287;2023-04-29 21:06:22
0;301;1.9416472911834717;2023-04-29 21:07:41
0;401;1.9617537260055542;2023-04-29 21:09:00
0;501;1.7601021528244019;2023-04-29 21:10:19
1;1;1.8791180849075317;2023-04-29 21:10:31
1;101;1.8871084451675415;2023-04-29 21:11:49
1;201;1.247650384902954;2023-04-29 21:13:09
1;301;1.2013546228408813;2023-04-29 21:14:27
1;401;1.1939983367919922;2023-04-29 21:15:46
1;501;1.1609667539596558;2023-04-29 21:17:03
2;1;1.2512249946594238;2023-04-29 21:17:14
2;101;1.2422648668289185;2023-04-29 21:18:22
2;201;0.8353074789047241;2023-04-29 21:19:27
2;301;1.0796650648117065;2023-04-29 21:20:29
2;401;1.110135793685913;2023-04-29 21:21:40
2;501;0.9421506524085999;2023-04-29 21:22:44
3;1;0.9412329792976379;2023-04-29 21:22:55
3;101;0.8883167505264282;2023-04-29 21:23:57
3;201;0.8564050197601318;2023-04-29 21:25:00
3;301;0.7424763441085815;2023-04-29 21:26:05
3;401;0.8688657879829407;2023-04-29 21:27:26
3;501;0.7262940406799316;2023-04-29 21:28:45
4;1;0.7139858603477478;2023-04-29 21:28:57
4;101;0.8384873270988464;2023-04-29 21:30:16
4;201;0.5742143988609314;2023-04-29 21:31:36
4;301;0.5228356122970581;2023-04-29 21:32:54
4;401;0.8182826042175293;2023-04-29 21:34:13
4;501;0.8181076049804688;2023-04-29 21:35:32
5;1;0.6349951028823853;2023-04-29 21:35:44
5;101;0.6990123391151428;2023-04-29 21:37:03
5;201;0.5903496742248535;2023-04-29 21:38:22
5;301;0.5778658986091614;2023-04-29 21:39:41
5;401;0.6898809671401978;2023-04-29 21:41:00
5;501;0.7803133726119995;2023-04-29 21:42:19
6;1;0.6553107500076294;2023-04-29 21:42:31
6;101;0.6836432218551636;2023-04-29 21:43:50
6;201;0.5920628309249878;2023-04-29 21:45:09
6;301;0.6342270970344543;2023-04-29 21:46:28
6;401;0.753662645816803;2023-04-29 21:47:47
6;501;0.709850013256073;2023-04-29 21:49:08
7;1;0.6973390579223633;2023-04-29 21:49:20
7;101;0.6153421998023987;2023-04-29 21:50:39
7;201;0.5162734389305115;2023-04-29 21:51:58
7;301;0.4936641752719879;2023-04-29 21:53:17
7;401;0.6610785722732544;2023-04-29 21:54:36
7;501;0.6724433302879333;2023-04-29 21:55:55
8;1;0.5656563639640808;2023-04-29 21:56:07
8;101;0.4844358563423157;2023-04-29 21:57:26
8;201;0.9978890419006348;2023-04-29 21:58:46
8;301;0.6052808165550232;2023-04-29 22:00:04
8;401;0.9947789907455444;2023-04-29 22:01:24
8;501;0.9923245906829834;2023-04-29 22:02:43
9;1;0.9960870742797852;2023-04-29 22:02:56
9;101;0.9142633080482483;2023-04-29 22:04:16
9;201;0.737827718257904;2023-04-29 22:05:35
9;301;0.6157337427139282;2023-04-29 22:06:55
9;401;0.7470650672912598;2023-04-29 22:08:14
9;501;0.6974496245384216;2023-04-29 22:09:34
