epoch;precision;recall;accuracy;f1;timestamp
0;0.048895531286354904;0.060546390592915944;0.06;0.04178407155467049;2023-05-07 21:08:17
1;0.07536939698833468;0.08343809894275765;0.0844;0.06684035271849707;2023-05-07 21:08:31
2;0.08373431320591739;0.09384126669406526;0.0972;0.07844496387101443;2023-05-07 21:08:45
3;0.10823012255872881;0.1125713688824788;0.1138;0.09735107595057244;2023-05-07 21:09:00
4;0.11487612012912055;0.11865081938625739;0.121;0.10459184278228836;2023-05-07 21:09:14
5;0.13652001219964904;0.13064431646524235;0.1332;0.11925502878352187;2023-05-07 21:09:28
6;0.14548287623185194;0.14297986280170644;0.1438;0.1331056500730432;2023-05-07 21:09:42
7;0.14788644072191245;0.14522855918008123;0.1464;0.1368541378176352;2023-05-07 21:09:57
8;0.1551246704286755;0.15177277744256146;0.1542;0.14112877897639142;2023-05-07 21:10:11
9;0.15681894474756639;0.15491863311233622;0.156;0.14603004310964196;2023-05-07 21:10:25
