epoch;precision;recall;accuracy;f1;timestamp
0;0.5465848187888697;0.489313672497045;0.545045045045045;0.4910880948314741;2023-05-07 14:40:38
1;0.7100646990928355;0.6921713854676372;0.7166257166257166;0.6936429208903225;2023-05-07 14:41:21
2;0.7772782168147184;0.7732801505971015;0.7897897897897898;0.7735790677506257;2023-05-07 14:42:03
3;0.8176518844177905;0.80420533156855;0.8209118209118209;0.8082223185321078;2023-05-07 14:42:45
4;0.8447790894089502;0.8374651618312822;0.8513513513513513;0.8396980984880147;2023-05-07 14:43:27
5;0.8591664527440932;0.8551905120066705;0.8670488670488671;0.8565580416282981;2023-05-07 14:44:09
6;0.8663181878298125;0.8561120761663409;0.8697788697788698;0.8598368967629039;2023-05-07 14:44:51
7;0.8712541963261315;0.8652505658375779;0.8752388752388752;0.866599749906937;2023-05-07 14:45:33
8;0.8727622103838693;0.8614018244755857;0.8755118755118755;0.8656332777519629;2023-05-07 14:46:15
9;0.8679760459394853;0.8706376542009643;0.8796068796068796;0.868804738441099;2023-05-07 14:46:57
