epoch;precision;recall;accuracy;f1;timestamp
0;0.14317058010877062;0.14141544420935134;0.18536718536718536;0.13430065775108205;;2023-05-05 12:31:13
1;0.24021190710783058;0.23052260228372612;0.28187278187278186;0.22258803878287298;;2023-05-05 12:31:20
2;0.35557411918069703;0.34314810591150335;0.3897078897078897;0.3425303698847345;;2023-05-05 12:31:27
3;0.4599284462026854;0.4251667637769888;0.4743379743379743;0.43427478214085247;;2023-05-05 12:31:35
4;0.5118609326951555;0.4961103137299978;0.543953043953044;0.49789908037000974;;2023-05-05 12:31:42
5;0.549478707896389;0.5388780350153466;0.5794430794430795;0.5383781934652688;;2023-05-05 12:31:49
6;0.595814305142408;0.5803075778822725;0.6224406224406225;0.5849753635557844;;2023-05-05 12:31:56
7;0.6296334932484738;0.625007953649386;0.6561561561561562;0.6251768586936067;;2023-05-05 12:32:03
8;0.635374411448338;0.6274756902845912;0.6568386568386568;0.6270451872991899;;2023-05-05 12:32:10
9;0.6561552641731186;0.6454060067258812;0.6778596778596778;0.6465013982711655;;2023-05-05 12:32:17
