epoch;precision;recall;accuracy;f1;timestamp
0;0.008151643318722762;0.03461020542834244;0.0342;0.00996106228528195;2023-05-07 21:15:28
1;0.027844453924892144;0.05047715481877663;0.051;0.025476608727497588;2023-05-07 21:16:43
2;0.06015462391012338;0.0848072519859419;0.0858;0.05794120880085656;2023-05-07 21:17:59
3;0.08690130720679395;0.10476734068467695;0.107;0.0790406975449772;2023-05-07 21:19:14
4;0.13541514305732064;0.13094023513678488;0.1348;0.11314728880045925;2023-05-07 21:20:30
5;0.14778254026200618;0.14648132354454846;0.1512;0.126893159555823;2023-05-07 21:21:45
6;0.17795138910319697;0.16941468257697803;0.173;0.15062928917211446;2023-05-07 21:23:01
7;0.18753496864531974;0.1831743400482415;0.1872;0.16445170398600323;2023-05-07 21:24:16
8;0.18405128137903823;0.1739519544846351;0.1762;0.159902193982011;2023-05-07 21:25:31
9;0.20872249546863875;0.19328197345105935;0.1958;0.18313441813003703;2023-05-07 21:26:47
