epoch;precision;recall;accuracy;f1;timestamp
0;0.4056963526764533;0.37818012481000524;0.43584493584493583;0.3630039207553436;2023-05-07 14:55:37
1;0.6686674733202159;0.6576824013297731;0.6850941850941851;0.65884682664576;2023-05-07 14:56:02
2;0.7396454370559093;0.7146173202611741;0.7440622440622441;0.7238882772369681;2023-05-07 14:56:28
3;0.7727867927055778;0.7488389741837115;0.7721812721812722;0.7574198154152155;2023-05-07 14:56:53
4;0.7999212279898007;0.7760066060629631;0.8001638001638002;0.7828881649334446;2023-05-07 14:57:19
5;0.814559402145837;0.8008915019840259;0.8215943215943216;0.8061663047411447;2023-05-07 14:57:44
6;0.8143374630093737;0.8079070137424456;0.8217308217308217;0.8083547893616002;2023-05-07 14:58:09
7;0.8340667994410176;0.8202588662260772;0.837974337974338;0.8258932832069299;2023-05-07 14:58:35
8;0.8367004045417907;0.830363934420913;0.8454818454818455;0.8324185913489742;2023-05-07 14:59:00
9;0.8382324986371203;0.8342220493502314;0.846983346983347;0.8354227130009505;2023-05-07 14:59:26
