epoch;precision;recall;accuracy;f1;timestamp
0;0.6197591382290917;0.5941080287117274;0.6280371280371281;0.6011384548417164;2023-05-07 14:48:17
1;0.7461893223879277;0.7421498794810321;0.7567567567567568;0.737639025116853;2023-05-07 14:49:00
2;0.7871547140165467;0.7669300300058903;0.7852852852852853;0.7737662267280434;2023-05-07 14:49:42
3;0.8099323891012606;0.7944749706230303;0.8112203112203112;0.8002986370547747;2023-05-07 14:50:25
4;0.8289281079288766;0.8121181559905158;0.8267813267813268;0.8169168543169437;2023-05-07 14:51:07
5;0.834658620616303;0.8360813902736393;0.8439803439803439;0.8344694706362201;2023-05-07 14:51:50
6;0.8610187449154625;0.853694429152798;0.8656838656838657;0.8559187248843003;2023-05-07 14:52:32
7;0.859280675730349;0.8667732235361957;0.8712803712803713;0.8614405383410275;2023-05-07 14:53:15
8;0.8667594377957111;0.8675207441725886;0.8741468741468742;0.8661313310538811;2023-05-07 14:53:57
9;0.8755932808501619;0.8725858875580981;0.8817908817908818;0.8734311224658926;2023-05-07 14:54:40
