epoch;precision;recall;accuracy;f1;timestamp
0;0.25604743788091605;0.251119212879785;0.30562380562380564;0.22318751270106532;2023-05-07 16:05:59
1;0.5112370065185385;0.4791966807667028;0.5167895167895168;0.4782625468917566;2023-05-07 16:06:31
2;0.6162498208689539;0.583560768583167;0.6197106197106197;0.5932680789010065;2023-05-07 16:07:04
3;0.6973662603796502;0.6524770334418718;0.6848211848211848;0.6680074337052634;2023-05-07 16:07:36
4;0.7220177620094185;0.7006131013223263;0.7211302211302212;0.7078899487549493;2023-05-07 16:08:09
5;0.7323777011685001;0.7176954927719038;0.7361452361452362;0.7195804273513287;2023-05-07 16:08:41
6;0.7375414955644674;0.7341574960087157;0.7496587496587497;0.7318990473667133;2023-05-07 16:09:14
7;0.7607093912191017;0.75421271455273;0.7693147693147693;0.754573808159577;2023-05-07 16:09:46
8;0.7672911965874661;0.7616487597664362;0.7775047775047775;0.7618224224784533;2023-05-07 16:10:18
9;0.7795265353999828;0.7607635785539103;0.7796887796887797;0.7661788089933151;2023-05-07 16:10:51
