epoch;precision;recall;accuracy;f1;timestamp
0;0.06731771233697864;0.06657352137393559;0.0664;0.05516951868917719;2023-05-07 20:25:54
1;0.08088436520051223;0.0826545356522605;0.0856;0.06919372359317534;2023-05-07 20:26:01
2;0.11706202526994908;0.10944614154573669;0.1112;0.09935643273685386;2023-05-07 20:26:09
3;0.12135536392940705;0.12449240836943151;0.1272;0.11439439783558873;2023-05-07 20:26:16
4;0.12332680108379156;0.1266106492492003;0.1286;0.11610820419067207;2023-05-07 20:26:23
5;0.13979572821478004;0.14392540054799668;0.145;0.13149721628404543;2023-05-07 20:26:30
6;0.14154384625505842;0.14731358714479287;0.1492;0.13824853280744642;2023-05-07 20:26:37
7;0.14952733064814724;0.1450297090390076;0.1472;0.1397744379094491;2023-05-07 20:26:45
8;0.16859668831649105;0.164266378699555;0.1662;0.1592691369052223;2023-05-07 20:26:52
9;0.16293328260666098;0.15910974490715343;0.16;0.15425690241214246;2023-05-07 20:26:59
