epoch;step;loss_value;timestamp
0;1;6.622013568878174;2023-04-30 18:59:55
0;101;4.819894790649414;2023-04-30 19:02:07
0;201;4.221363544464111;2023-04-30 19:04:19
0;301;4.25880241394043;2023-04-30 19:06:31
1;1;4.208574295043945;2023-04-30 19:07:40
1;101;4.331501007080078;2023-04-30 19:09:52
1;201;3.8288369178771973;2023-04-30 19:12:04
1;301;4.088832855224609;2023-04-30 19:14:16
2;1;3.876166820526123;2023-04-30 19:15:24
2;101;3.8266351222991943;2023-04-30 19:17:37
2;201;3.6535122394561768;2023-04-30 19:19:49
2;301;3.827479124069214;2023-04-30 19:22:01
3;1;3.7854156494140625;2023-04-30 19:23:09
3;101;3.5399153232574463;2023-04-30 19:25:22
3;201;3.4974164962768555;2023-04-30 19:27:34
3;301;3.6339616775512695;2023-04-30 19:29:46
4;1;3.7110660076141357;2023-04-30 19:30:55
4;101;3.4281888008117676;2023-04-30 19:33:07
4;201;3.358311653137207;2023-04-30 19:35:20
4;301;3.428579330444336;2023-04-30 19:37:32
5;1;3.5381247997283936;2023-04-30 19:38:41
5;101;3.3729946613311768;2023-04-30 19:40:53
5;201;3.220975875854492;2023-04-30 19:43:05
5;301;3.282015800476074;2023-04-30 19:45:17
6;1;3.341883659362793;2023-04-30 19:46:26
6;101;3.262336492538452;2023-04-30 19:48:38
6;201;3.1142070293426514;2023-04-30 19:50:50
6;301;3.145907163619995;2023-04-30 19:53:02
7;1;3.258096218109131;2023-04-30 19:54:07
7;101;3.157984733581543;2023-04-30 19:55:57
7;201;2.884934902191162;2023-04-30 19:57:32
7;301;3.011476993560791;2023-04-30 19:59:07
8;1;3.1130692958831787;2023-04-30 19:59:56
8;101;2.983790159225464;2023-04-30 20:01:32
8;201;2.765197277069092;2023-04-30 20:03:09
8;301;2.8971424102783203;2023-04-30 20:04:54
9;1;2.8857715129852295;2023-04-30 20:05:59
9;101;2.8760993480682373;2023-04-30 20:08:02
9;201;2.64581298828125;2023-04-30 20:10:02
9;301;2.7891948223114014;2023-04-30 20:12:01
