epoch;precision;recall;accuracy;f1;timestamp
0;0.2637166174064941;0.20177664623939337;0.2709527709527709;0.16539262236474703;2023-05-07 15:51:50
1;0.5753398593334609;0.5080356565378568;0.5636090636090636;0.523368608476762;2023-05-07 15:52:34
2;0.6887120449636513;0.6587667789926528;0.6885066885066885;0.6693517247756032;2023-05-07 15:53:18
3;0.72431880758953;0.702328146931573;0.7234507234507235;0.7065018110905316;2023-05-07 15:54:02
4;0.7570098690753578;0.7434632489088712;0.7605787605787606;0.7472051436637799;2023-05-07 15:54:46
5;0.7745069083681975;0.7360094345450162;0.7588042588042588;0.7489664807481807;2023-05-07 15:55:29
6;0.7829377246372787;0.7581685868364201;0.7776412776412777;0.7663000237294528;2023-05-07 15:56:13
7;0.784216682871077;0.7738351020552197;0.7852852852852853;0.7749884001735292;2023-05-07 15:56:57
8;0.7927612207396871;0.7930125104159254;0.803030303030303;0.7902480009699471;2023-05-07 15:57:41
9;0.8155115834154895;0.7987977875841603;0.812994812994813;0.8041372590486379;2023-05-07 15:58:25
