epoch;precision;recall;accuracy;f1;timestamp
0;0.02834751162031245;0.052853359059422636;0.054;0.02534590220797696;2023-05-07 20:30:14
1;0.07571123134933562;0.08427134956729056;0.0872;0.05860345932748381;2023-05-07 20:31:06
2;0.10387716958245545;0.1128697955641122;0.1156;0.09216382987343012;2023-05-07 20:31:59
3;0.14504086639957567;0.14562318036570476;0.1496;0.12118870961856874;2023-05-07 20:32:51
4;0.16986093884928216;0.15757831335937827;0.1618;0.14184283193071157;2023-05-07 20:33:44
5;0.2062092548456224;0.18988170039612456;0.1936;0.17400099536909447;2023-05-07 20:34:36
6;0.2134705796461913;0.19239775755971017;0.1966;0.18037411682911667;2023-05-07 20:35:28
7;0.23904121934228117;0.20930172591220203;0.2112;0.19769014859953585;2023-05-07 20:36:21
8;0.23876960110403217;0.22838201661192983;0.2306;0.21749728926981496;2023-05-07 20:37:13
9;0.25631297827953575;0.23353390000091642;0.2376;0.22627991159763167;2023-05-07 20:38:05
