1;1;1231
2;1;722
4;1;398
8;1;229
1;2;1242
2;2;617
4;2;366
8;2;215
1;3;1225
2;3;620
4;3;346
8;3;208
1;4;1223
2;4;630
4;4;347
8;4;203
1;5;1222
2;5;624
4;5;340
8;5;204
1;6;1066
2;6;610
4;6;341
8;6;237
1;7;1216
2;7;614
4;7;331
8;7;295
1;8;622
2;8;631
4;8;426
8;8;388
1;9;1249
2;9;669
4;9;516
8;9;524
1;10;1046
2;10;582
4;10;607
8;10;561
1;11;1012
2;11;676
4;11;777
8;11;627
1;12;1059
2;12;747
4;12;895
8;12;665
1;13;1122
2;13;819
4;13;944
8;13;645
1;14;675
2;14;706
4;14;738
8;14;527
1;15;770
2;15;661
4;15;758
8;15;649
1;16;1455
2;16;824
4;16;1318
8;16;631
1;17;1776
2;17;1263
4;17;1178
8;17;684
1;18;1142
2;18;1186
4;18;1124
8;18;1132
1;19;2499
2;19;3657
4;19;1475
8;19;900
1;20;2705
2;20;1391
4;20;992
8;20;1077
1;21;2676
2;21;1270
4;21;1898
8;21;1067
1;22;1367
2;22;1946
4;22;1859
8;22;3761
