1;1;1234
2;1;713
4;1;374
8;1;220
1;2;1237
2;2;619
4;2;368
8;2;215
1;3;1218
2;3;622
4;3;349
8;3;213
1;4;1219
2;4;627
4;4;345
8;4;203
1;5;1212
2;5;623
4;5;343
8;5;200
1;6;1209
2;6;628
4;6;339
8;6;236
1;7;1209
2;7;613
4;7;360
8;7;269
1;8;1218
2;8;618
4;8;411
8;8;367
1;9;1236
2;9;642
4;9;504
8;9;412
1;10;1266
2;10;672
4;10;620
8;10;650
1;11;672
2;11;684
4;11;978
8;11;928
1;12;1053
2;12;782
4;12;987
8;12;691
1;13;621
2;13;858
4;13;912
8;13;864
1;14;1244
2;14;1182
4;14;1591
8;14;1092
1;15;1441
2;15;1005
4;15;1066
8;15;1021
1;16;1923
2;16;1141
4;16;1289
8;16;1079
1;17;1672
2;17;1273
4;17;1338
8;17;842
1;18;2462
2;18;1377
4;18;1391
8;18;1221
1;19;2650
2;19;1451
4;19;1580
8;19;1314
1;20;2691
2;20;1492
4;20;2433
8;20;1451
1;21;2676
2;21;1136
4;21;2397
8;21;1111
1;22;2476
2;22;1947
4;22;1168
8;22;1154
