epoch;step;loss_value;timestamp
epoch;step;loss_value;timestamp
0;99;2.3458176922798155;2023-04-28 19:22:59
0;199;2.1794622206687926;2023-04-28 19:23:09
0;299;2.0902373242378234;2023-04-28 19:23:18
1;99;1.947424702644348;2023-04-28 19:23:34
1;199;1.895376294851303;2023-04-28 19:23:44
1;299;1.853542240858078;2023-04-28 19:23:54
2;99;1.7382853055000305;2023-04-28 19:24:09
2;199;1.709202345609665;2023-04-28 19:24:18
2;299;1.698629287481308;2023-04-28 19:24:29
3;99;1.5986567342281341;2023-04-28 19:24:45
3;199;1.5685083651542664;2023-04-28 19:24:55
3;299;1.5585038077831268;2023-04-28 19:25:05
4;99;1.4793305265903474;2023-04-28 19:25:19
4;199;1.4388723278045654;2023-04-28 19:25:28
4;299;1.4400910103321076;2023-04-28 19:25:37
5;99;1.3716945493221282;2023-04-28 19:25:51
5;199;1.3304817295074463;2023-04-28 19:26:00
5;299;1.3196416020393371;2023-04-28 19:26:09
6;99;1.2654158902168273;2023-04-28 19:26:23
6;199;1.2293651849031448;2023-04-28 19:26:33
6;299;1.2149160528182983;2023-04-28 19:26:42
7;99;1.1569946813583374;2023-04-28 19:26:54
7;199;1.1349715250730514;2023-04-28 19:27:01
7;299;1.1061678767204284;2023-04-28 19:27:10
8;99;1.0789856392145156;2023-04-28 19:27:21
8;199;1.0410938495397568;2023-04-28 19:27:30
8;299;1.0107819604873658;2023-04-28 19:27:39
9;99;0.9841605168581009;2023-04-28 19:27:53
9;199;0.9483710181713104;2023-04-28 19:27:58
9;299;0.9295165592432022;2023-04-28 19:28:02
