epoch;precision;recall;accuracy;f1;timestamp
0;0.21732479612908584;0.15958633438238146;0.21621621621621623;0.13670756254503472;2023-05-08 00:46:49
1;0.3268206907945575;0.26962671589477505;0.33073983073983076;0.26015053291695145;2023-05-08 00:47:18
2;0.5046233770483843;0.44925280604209383;0.5012285012285013;0.46206763723443867;2023-05-08 00:47:47
3;0.6166600734128894;0.5565653417578377;0.6012831012831013;0.5730448977693307;2023-05-08 00:48:16
4;0.67525507354795;0.6169786156505461;0.6513786513786514;0.6335319514480588;2023-05-08 00:48:45
5;0.691388070403985;0.6565397048321362;0.6838656838656839;0.6653596652560777;2023-05-08 00:49:14
6;0.6996903268629735;0.6797535480283423;0.7057057057057057;0.6834947581847202;2023-05-08 00:49:43
7;0.7214028379281422;0.6976038178782011;0.7248157248157249;0.7039751891777655;2023-05-08 00:50:12
8;0.7238615922699748;0.703192943464592;0.7265902265902265;0.7081093428852098;2023-05-08 00:50:40
9;0.7377674617824329;0.7114360412713813;0.7364182364182364;0.7182626298411338;2023-05-08 00:51:09
