epoch;step;loss_value;timestamp
epoch;step;loss_value;timestamp
0;99;2.4157547545433045;2023-04-28 18:43:20
0;199;2.361578056812286;2023-04-28 18:43:29
0;299;2.3420451378822325;2023-04-28 18:43:39
0;399;2.2980980253219605;2023-04-28 18:43:48
0;499;2.246651747226715;2023-04-28 18:43:58
1;99;2.1977204060554505;2023-04-28 18:44:09
1;199;2.1530737149715424;2023-04-28 18:44:19
1;299;2.0726637732982636;2023-04-28 18:44:29
1;399;1.9849605166912079;2023-04-28 18:44:39
1;499;1.8959612321853638;2023-04-28 18:44:49
2;99;1.8026046550273895;2023-04-28 18:45:02
2;199;1.7322303557395935;2023-04-28 18:45:12
2;299;1.6389418065547943;2023-04-28 18:45:22
2;399;1.5342015790939332;2023-04-28 18:45:31
2;499;1.4426864933967591;2023-04-28 18:45:41
3;99;1.3112401390075683;2023-04-28 18:45:52
3;199;1.2657608306407928;2023-04-28 18:46:01
3;299;1.1958502930402757;2023-04-28 18:46:10
3;399;1.1353766697645187;2023-04-28 18:46:19
3;499;1.0922548222541808;2023-04-28 18:46:28
4;99;0.9946139371395111;2023-04-28 18:46:36
4;199;0.9861258417367935;2023-04-28 18:46:46
4;299;0.9393627482652664;2023-04-28 18:46:55
4;399;0.9001977652311325;2023-04-28 18:47:04
4;499;0.876450681090355;2023-04-28 18:47:13
5;99;0.8073687744140625;2023-04-28 18:47:24
5;199;0.8086959201097489;2023-04-28 18:47:33
5;299;0.7620099794864654;2023-04-28 18:47:43
5;399;0.7375031274557113;2023-04-28 18:47:52
5;499;0.7279807576537132;2023-04-28 18:48:01
6;99;0.660068236887455;2023-04-28 18:48:12
6;199;0.678645179271698;2023-04-28 18:48:21
6;299;0.6370296531915665;2023-04-28 18:48:30
6;399;0.6165957781672478;2023-04-28 18:48:39
6;499;0.6211039707064628;2023-04-28 18:48:49
7;99;0.5592009830474853;2023-04-28 18:49:00
7;199;0.5744854173064232;2023-04-28 18:49:09
7;299;0.5364385044574738;2023-04-28 18:49:18
7;399;0.5219033145904541;2023-04-28 18:49:26
7;499;0.5237523558735847;2023-04-28 18:49:36
8;99;0.47431115597486495;2023-04-28 18:49:48
8;199;0.49488514572381975;2023-04-28 18:49:58
8;299;0.4622964760661125;2023-04-28 18:50:08
8;399;0.44371173828840255;2023-04-28 18:50:18
8;499;0.4522381165623665;2023-04-28 18:50:29
9;99;0.41647888273000716;2023-04-28 18:50:40
9;199;0.4247909989953041;2023-04-28 18:50:49
9;299;0.39814010471105576;2023-04-28 18:50:59
9;399;0.3787981367111206;2023-04-28 18:51:10
9;499;0.3964524428546429;2023-04-28 18:51:20
