epoch;precision;recall;accuracy;f1;timestamp
0;0.03275670849471715;0.03459701346365358;0.035;0.027304656705085962;2023-05-08 03:14:04
1;0.06144352736171454;0.07145525609116771;0.0728;0.055466845378076474;2023-05-08 03:14:10
2;0.11175026090602967;0.10545136734214931;0.108;0.08940879615067969;2023-05-08 03:14:17
3;0.1324349316503862;0.12144452929209303;0.1246;0.10784361712464051;2023-05-08 03:14:23
4;0.14074009283864156;0.1362131460403213;0.14;0.1235145476457836;2023-05-08 03:14:29
5;0.15399549577791244;0.14774748106409596;0.1512;0.13716627251989974;2023-05-08 03:14:35
6;0.1595941560121174;0.156809552454512;0.161;0.14757784351961342;2023-05-08 03:14:41
7;0.15927572753765457;0.15783850242261002;0.161;0.1496621776216901;2023-05-08 03:14:47
8;0.1690611532121359;0.16331562958986134;0.1664;0.15724633238005223;2023-05-08 03:14:53
9;0.17309235781529148;0.16465437195590746;0.1682;0.16207149931306597;2023-05-08 03:15:00
