epoch;precision;recall;accuracy;f1;timestamp
0;0.13755898449613765;0.11916000406463075;0.17922467922467922;0.09360538383122115;2023-05-07 23:39:21
1;0.23022196194799016;0.20462434933282753;0.2560742560742561;0.18920082298306706;2023-05-07 23:39:36
2;0.34876512643351065;0.318723497304613;0.36936936936936937;0.30395886574801684;2023-05-07 23:39:51
3;0.47892827791493825;0.4418493885284624;0.48962598962598963;0.43694365273161323;2023-05-07 23:40:05
4;0.5748724574156439;0.5579026741713773;0.5958230958230958;0.5598878712249906;2023-05-07 23:40:20
5;0.638597190987517;0.6200479256547932;0.6535626535626535;0.6245526295157467;2023-05-07 23:40:35
6;0.6731599924806794;0.656726154393033;0.6882336882336882;0.6624278713694809;2023-05-07 23:40:49
7;0.6810186206591744;0.6670732143066519;0.6932841932841933;0.6696557629773436;2023-05-07 23:41:04
8;0.691998486223872;0.6808245492649461;0.7091182091182091;0.6840407941204447;2023-05-07 23:41:19
9;0.7112101896675841;0.6955007885932653;0.7226317226317226;0.6998512197669807;2023-05-07 23:41:34
