epoch;precision;recall;f1;timestamp
0;0.1043159920564702;0.09924938288925794;0.141004641004641;0.0864897761901343;;2023-05-05 14:42:29
1;0.09822568082557018;0.10344481540259254;0.1562926562926563;0.0840094329018956;;2023-05-05 14:42:36
2;0.11524779180627584;0.11083693082311732;0.17144417144417146;0.08522756615284939;;2023-05-05 14:42:44
3;0.10687501769666694;0.10755849557012284;0.16612066612066612;0.08214021100708464;;2023-05-05 14:42:52
4;0.14320469513106407;0.11241757099638745;0.17594867594867594;0.08334845965214728;;2023-05-05 14:43:00
5;0.15250996534385394;0.12744897190490234;0.19642369642369642;0.10002844079032207;;2023-05-05 14:43:08
6;0.15725701789357147;0.14419603709291665;0.20338520338520338;0.12713065454342076;;2023-05-05 14:43:16
7;0.19278449187217617;0.170324602008125;0.22754572754572755;0.15344835356939468;;2023-05-05 14:43:23
8;0.21361775461308802;0.19979894543287618;0.2577122577122577;0.1835129356180219;;2023-05-05 14:43:31
9;0.23900509623519772;0.2378232405276998;0.29265629265629267;0.22137330848706344;;2023-05-05 14:43:39
