epoch;precision;recall;accuracy;f1;timestamp
0;0.052168800013644795;0.0707503035014103;0.0704;0.043376178238267;2023-05-08 03:38:41
1;0.11606232571744828;0.10894847633133381;0.1104;0.08216590141270963;2023-05-08 03:39:08
2;0.13627094781510884;0.12972741346494193;0.1308;0.10407864859017954;2023-05-08 03:39:34
3;0.1557099333683012;0.1494025344637155;0.1498;0.12661456449125372;2023-05-08 03:40:00
4;0.18755737877411105;0.16252102336939578;0.1628;0.14476318808169236;2023-05-08 03:40:26
5;0.19863843666440023;0.17154592502022553;0.1728;0.15746658680919032;2023-05-08 03:40:52
6;0.19191806576899115;0.16782085338178807;0.1692;0.1561726939390083;2023-05-08 03:41:18
7;0.2105707796575672;0.1808026044450463;0.1828;0.1729781166475039;2023-05-08 03:41:44
8;0.2199354124104779;0.1868528618271754;0.1888;0.1807617484379924;2023-05-08 03:42:10
9;0.21001926289507608;0.17944058672107285;0.181;0.17578492014996766;2023-05-08 03:42:36
