epoch;precision;recall;accuracy;f1;timestamp
0;0.4303750427384352;0.39305235960874063;0.42601692601692603;0.3849123259428502;2023-05-07 22:38:35
1;0.6823074601571758;0.6603572062628265;0.6861861861861862;0.663449399384805;2023-05-07 22:39:00
2;0.7626749336809773;0.7494160218239183;0.7682227682227682;0.7513912703777409;2023-05-07 22:39:24
3;0.803930843315228;0.7875612547945896;0.8065793065793065;0.7925459471838988;2023-05-07 22:39:48
4;0.8133381632932979;0.7966630407307297;0.8135408135408135;0.8010620603303551;2023-05-07 22:40:11
5;0.8113355660771676;0.7992957292431407;0.8127218127218128;0.8008004430382245;2023-05-07 22:40:35
6;0.8124029510015447;0.8053563711253429;0.8188643188643189;0.8049438053352589;2023-05-07 22:40:59
7;0.8194248536590771;0.8095026153270435;0.8244608244608245;0.8114813479259476;2023-05-07 22:41:23
8;0.8223747681206494;0.8162370012869063;0.8281463281463282;0.8162476224329538;2023-05-07 22:41:48
9;0.8294580871089907;0.8193448944820707;0.8315588315588316;0.8192124146440944;2023-05-07 22:42:13
