epoch;precision;recall;accuracy;f1;timestamp
0;0.10153831132520484;0.08842848820529339;0.089;0.06754702544971632;2023-05-08 03:25:14
1;0.1428281927482391;0.12052847845454542;0.1212;0.09450346711537719;2023-05-08 03:26:11
2;0.19649580785440723;0.14281058929748874;0.1438;0.12411368982160598;2023-05-08 03:27:00
3;0.21899521094195085;0.15951563860814805;0.1602;0.14571097535134797;2023-05-08 03:27:49
4;0.22722292750874573;0.1717234236385618;0.1728;0.1605008905705944;2023-05-08 03:28:40
5;0.254999067447888;0.17722067308661515;0.178;0.1703018315656287;2023-05-08 03:29:30
6;0.24124461530914887;0.1794785889944953;0.18;0.1729286863091997;2023-05-08 03:30:26
7;0.2478468485651624;0.18712196028259787;0.1874;0.18269952628862923;2023-05-08 03:31:22
8;0.24742392331331517;0.1898722209949568;0.1904;0.1860954161087679;2023-05-08 03:32:18
9;0.250359402881727;0.19165933854733022;0.1922;0.19131753655421985;2023-05-08 03:33:13
