epoch;precision;recall;accuracy;f1;timestamp
0;0.06175696826181174;0.06551045796510736;0.066;0.047380427914250366;2023-05-08 03:43:06
1;0.08956239406316835;0.09199164420684278;0.0952;0.07257910007848324;2023-05-08 03:43:20
2;0.10836003110794705;0.11021310888194581;0.1126;0.09412430444866488;2023-05-08 03:43:35
3;0.14991059649311508;0.13332070102542443;0.1362;0.12031968690820596;2023-05-08 03:43:50
4;0.160526882616156;0.14587248495056712;0.1498;0.1342439037100678;2023-05-08 03:44:05
5;0.1739947022236206;0.15672571251832845;0.1602;0.14758117113348118;2023-05-08 03:44:19
6;0.17045680126291385;0.15863200410819175;0.1622;0.1509039787576668;2023-05-08 03:44:34
7;0.18160422100665208;0.16461014494250625;0.1678;0.16066939914374312;2023-05-08 03:44:48
8;0.18547678566665216;0.1676178022799619;0.1712;0.16318279767428856;2023-05-08 03:45:03
9;0.18360353522251735;0.1719017146670151;0.1758;0.16649239557058326;2023-05-08 03:45:18
