epoch;precision;recall;accuracy;f1;timestamp
0;0.07949145523436667;0.08201401476108991;0.0828;0.05630461595681717;2023-05-08 03:33:56
1;0.14078404720045834;0.11577698882796707;0.1172;0.09122337580918616;2023-05-08 03:34:25
2;0.18653964774309909;0.13933391644146237;0.1416;0.11901756237719267;2023-05-08 03:34:53
3;0.17688330451085676;0.15479262325809326;0.1574;0.1356616997748719;2023-05-08 03:35:20
4;0.18175458033823197;0.16339212647542747;0.1656;0.1473269427710074;2023-05-08 03:35:46
5;0.21219793365098558;0.17920089381864565;0.182;0.1671837221670488;2023-05-08 03:36:14
6;0.20930688677691164;0.1780446345875355;0.1808;0.16874752267690646;2023-05-08 03:36:41
7;0.19838583726906284;0.18369330205049528;0.1862;0.17286234499559547;2023-05-08 03:37:07
8;0.20265347253700078;0.18092997553388154;0.1826;0.17455686725148897;2023-05-08 03:37:33
9;0.2110159968675525;0.17686334350085214;0.1792;0.17225544481298105;2023-05-08 03:37:58
