epoch;precision;recall;accuracy;f1;timestamp
0;0.04338215564991137;0.05845414829065807;0.0574;0.03678159595429661;2023-05-08 04:17:54
1;0.0751233739252339;0.09017238838182223;0.092;0.06473908062163428;2023-05-08 04:18:33
2;0.12320953502920419;0.1065142555106881;0.1094;0.07993344643505682;2023-05-08 04:19:13
3;0.1450172784362711;0.1313841302858163;0.1344;0.10811634493812992;2023-05-08 04:19:52
4;0.14463271227254734;0.13947141856205258;0.1416;0.1177137651436016;2023-05-08 04:20:31
5;0.15916786560092244;0.1472178965304206;0.1484;0.12953129435746258;2023-05-08 04:21:08
6;0.16808484124325773;0.15881113893760046;0.1598;0.14185245854580272;2023-05-08 04:21:45
7;0.17463574724561642;0.1608379152064946;0.1618;0.14854592477228207;2023-05-08 04:22:23
8;0.1801611531707208;0.16128251273223065;0.1618;0.15003762814332344;2023-05-08 04:23:02
9;0.1956931338832733;0.1679710741252399;0.169;0.15971442315721426;2023-05-08 04:23:40
