epoch;step;loss_value;timestamp
epoch;step;loss_value;timestamp
0;99;4.739216818809509;2023-04-28 20:05:27
0;199;4.526967067718505;2023-04-28 20:05:33
0;299;4.365147128105163;2023-04-28 20:05:40
1;99;4.1999329304695125;2023-04-28 20:05:57
1;199;4.125857663154602;2023-04-28 20:06:11
1;299;4.038421609401703;2023-04-28 20:06:24
2;99;3.9626547718048095;2023-04-28 20:06:38
2;199;3.9100031089782714;2023-04-28 20:06:44
2;299;3.843210995197296;2023-04-28 20:06:50
3;99;3.7944231104850767;2023-04-28 20:07:00
3;199;3.7540280699729918;2023-04-28 20:07:06
3;299;3.6859272265434266;2023-04-28 20:07:12
4;99;3.6414362597465515;2023-04-28 20:07:26
4;199;3.5899507927894594;2023-04-28 20:07:38
4;299;3.531290557384491;2023-04-28 20:07:50
5;99;3.499237253665924;2023-04-28 20:08:10
5;199;3.4561008334159853;2023-04-28 20:08:22
5;299;3.39135689496994;2023-04-28 20:08:34
6;99;3.353849854469299;2023-04-28 20:08:53
6;199;3.3220646834373473;2023-04-28 20:09:06
6;299;3.2494299149513246;2023-04-28 20:09:19
7;99;3.2190847992897034;2023-04-28 20:09:38
7;199;3.1806669449806213;2023-04-28 20:09:51
7;299;3.1104877185821533;2023-04-28 20:10:04
8;99;3.074178946018219;2023-04-28 20:10:23
8;199;3.044067623615265;2023-04-28 20:10:36
8;299;2.98281277179718;2023-04-28 20:10:48
9;99;2.9388672804832456;2023-04-28 20:11:07
9;199;2.8972581362724306;2023-04-28 20:11:20
9;299;2.8481404829025267;2023-04-28 20:11:33
