epoch;precision;recall;accuracy;f1;timestamp
0;0.1060183724712656;0.11240179135421409;0.17745017745017744;0.08131549245299194;2023-05-08 00:51:46
1;0.1778614557576612;0.15979800085994264;0.21785421785421785;0.13919623334705283;2023-05-08 00:52:06
2;0.30109876685645415;0.24659953176292246;0.29374829374829375;0.23391947203575159;2023-05-08 00:52:25
3;0.37859200516309766;0.34040609690863094;0.3877968877968878;0.33754754704331313;2023-05-08 00:52:45
4;0.4619831371625656;0.4370807122819059;0.47775047775047774;0.4376022035207322;2023-05-08 00:53:05
5;0.5221735888308444;0.49395098382436087;0.5341250341250341;0.4996936566224629;2023-05-08 00:53:24
6;0.5733306455978431;0.5448613111085354;0.5805350805350805;0.5515175396607955;2023-05-08 00:53:45
7;0.6065671518848352;0.576630693623356;0.6138411138411138;0.5846804012590837;2023-05-08 00:54:04
8;0.6211399069729449;0.5917144624191855;0.6246246246246246;0.5974035914189256;2023-05-08 00:54:24
9;0.6311536384345025;0.6103804724648414;0.6407316407316407;0.6153254023768288;2023-05-08 00:54:44
