epoch;precision;recall;accuracy;f1;timestamp
0;0.355003832317603;0.3245646996861783;0.3244;0.29853638193008425;2023-05-08 01:44:06
1;0.39990042963794553;0.38693547734253586;0.3872;0.36593387361323615;2023-05-08 01:44:32
2;0.44122300555023786;0.4324092817873703;0.4328;0.4244713391082907;2023-05-08 01:44:58
3;0.4627979195113462;0.45218260763361257;0.4532;0.44843494028284725;2023-05-08 01:45:24
4;0.4703106117534734;0.45900006069416455;0.4594;0.4561276902058866;2023-05-08 01:45:51
5;0.47069910348275157;0.45872293661772207;0.4594;0.4594836984622357;2023-05-08 01:46:18
6;0.47896084579690495;0.46163711866443924;0.4626;0.4601908774327545;2023-05-08 01:46:44
7;0.4702804114438243;0.46334092691883777;0.4638;0.4630497523383198;2023-05-08 01:47:11
8;0.48104539781883593;0.45994697615451086;0.4612;0.4573419898024185;2023-05-08 01:47:38
9;0.4867813079745436;0.46595801910003914;0.4674;0.4663277822721275;2023-05-08 01:48:04
