epoch;precision;recall;f1;timestamp
0;0.019746271738177525;0.018634876098443102;0.018;0.015754205740524333;;2023-05-05 17:48:27
1;0.03521400568857321;0.03282329839538581;0.0336;0.028454485849177837;;2023-05-05 17:48:38
2;0.05370810949839352;0.055993601953472985;0.0556;0.04329509923407997;;2023-05-05 17:48:49
3;0.06986688595007572;0.07559407270618347;0.076;0.05856711321424065;;2023-05-05 17:49:00
4;0.07903987956876053;0.08563142558789906;0.086;0.06722123495020765;;2023-05-05 17:49:11
5;0.08783416637018054;0.09531979188685517;0.0968;0.07917449089064066;;2023-05-05 17:49:22
6;0.10647143459925862;0.10650448407214677;0.108;0.09118714192057568;;2023-05-05 17:49:33
7;0.09383695040333358;0.10423212316722913;0.1064;0.09070502674214678;;2023-05-05 17:49:44
8;0.10493484427692962;0.10955302444837343;0.1122;0.09833476393540222;;2023-05-05 17:49:55
9;0.10823904547621892;0.11489356478603817;0.1172;0.1023180871127538;;2023-05-05 17:50:06
