epoch;precision;recall;accuracy;f1;timestamp
0;0.14077286463780897;0.14817036131441763;0.2057057057057057;0.10914351600019276;2023-05-07 23:46:30
1;0.5144683315825013;0.3700148197588319;0.43843843843843844;0.37896422425549325;2023-05-07 23:48:22
2;0.616519339674878;0.5351884195710505;0.5925470925470926;0.5461790105482551;2023-05-07 23:50:11
3;0.7066265972411997;0.6445268909940587;0.6853671853671853;0.6581904912651202;2023-05-07 23:52:01
4;0.7487182051979282;0.691258305763627;0.7283647283647283;0.7085939101375309;2023-05-07 23:53:50
5;0.7626031674087954;0.7182336398588796;0.7491127491127492;0.7319518772665877;2023-05-07 23:55:40
6;0.7734803433990516;0.7317811452083303;0.7623532623532624;0.7447809458310128;2023-05-07 23:57:31
7;0.7685942694340031;0.7473967715172646;0.7667212667212667;0.7535704088191288;2023-05-07 23:59:16
8;0.7710747274502726;0.7439272173473519;0.7689052689052689;0.7534561986316026;2023-05-08 00:01:06
9;0.7805619338224589;0.7442359840458057;0.7695877695877695;0.7540563111343782;2023-05-08 00:02:52
