epoch;precision;recall;accuracy;f1;timestamp
0;0.12279555229358327;0.1192450793258881;0.16871416871416872;0.10517838429195303;2023-05-07 22:48:22
1;0.18259687476123565;0.1712940681825775;0.21812721812721814;0.16124066613001253;2023-05-07 22:48:31
2;0.28418285059697557;0.27501049177515857;0.3235053235053235;0.2667152319527837;2023-05-07 22:48:40
3;0.44018162827572394;0.41174412876842836;0.4615069615069615;0.41267123758057167;2023-05-07 22:48:49
4;0.5543912754421623;0.5236800523225968;0.5687960687960688;0.530172263047257;2023-05-07 22:48:58
5;0.6418905926085019;0.610437074632759;0.6468741468741469;0.6190283430940453;2023-05-07 22:49:07
6;0.6836181957988474;0.6614751629956577;0.6894621894621895;0.6673268232963994;2023-05-07 22:49:15
7;0.7066121398300514;0.6971692635589853;0.7211302211302212;0.6983600988024692;2023-05-07 22:49:24
8;0.7230782556518;0.7105862741358944;0.7317772317772318;0.7132937019761302;2023-05-07 22:49:33
9;0.7099052476128771;0.7100245490877566;0.7274092274092274;0.7081470911903776;2023-05-07 22:49:41
