epoch;precision;recall;accuracy;f1;timestamp
0;0.25447383994644185;0.2435588844685502;0.2424;0.23315136863151756;2023-05-08 01:18:06
1;0.33294214554322255;0.32188425833252715;0.3214;0.31655471480632486;2023-05-08 01:18:12
2;0.36317274635888186;0.3595681762031345;0.3586;0.3519607534011645;2023-05-08 01:18:18
3;0.39923543063843303;0.39320201509096;0.392;0.3845947937029276;2023-05-08 01:18:24
4;0.42768812926251376;0.4194218132437574;0.4184;0.40776544530347697;2023-05-08 01:18:30
5;0.43750016068153813;0.4334201691677677;0.4328;0.4281529705941609;2023-05-08 01:18:36
6;0.4476630016813116;0.4452747717230087;0.4446;0.43807318805225715;2023-05-08 01:18:42
7;0.4435475104685569;0.44450637361219875;0.4442;0.4381688546823126;2023-05-08 01:18:48
8;0.45045782245320654;0.4491788688613861;0.4488;0.4433597246760961;2023-05-08 01:18:54
9;0.4533931383837274;0.45352787624225;0.4536;0.4465288266680235;2023-05-08 01:19:00
