epoch;precision;recall;accuracy;f1;timestamp
0;0.03417052602544521;0.031103658749873135;0.0318;0.024065674894109955;2023-05-08 03:50:21
1;0.05329644957078102;0.05981681707567714;0.0616;0.04241172092415128;2023-05-08 03:50:32
2;0.08182203382727443;0.0763903780714524;0.078;0.06085948747556306;2023-05-08 03:50:42
3;0.08786624666136196;0.09203993430724987;0.0952;0.07638347840903659;2023-05-08 03:50:52
4;0.10585788168441891;0.10919417906379167;0.1126;0.09284128544773614;2023-05-08 03:51:03
5;0.12046835172948249;0.12098462412830915;0.1248;0.10656862679470967;2023-05-08 03:51:13
6;0.13139256038384603;0.1258495480214902;0.1296;0.114395746951612;2023-05-08 03:51:23
7;0.13885784310750915;0.13259551310234502;0.1368;0.12466447218998988;2023-05-08 03:51:34
8;0.14328507793829698;0.1401240741120666;0.1444;0.13189039623984616;2023-05-08 03:51:44
9;0.13759233283175687;0.13771643848755938;0.1414;0.1292261372517342;2023-05-08 03:51:54
