epoch;precision;recall;accuracy;f1;timestamp
0;0.10438974750940541;0.08992618107244453;0.0894;0.06435969076094553;2023-05-08 03:16:05
1;0.14319208276177117;0.12680549042033337;0.1278;0.10264392123995446;2023-05-08 03:16:58
2;0.18913775984597805;0.15125534058189338;0.152;0.12953546683622794;2023-05-08 03:17:54
3;0.2346866191320134;0.17215219203682244;0.172;0.1550504392201684;2023-05-08 03:18:46
4;0.22417582346768422;0.1700469526098875;0.1694;0.1571194176521199;2023-05-08 03:19:34
5;0.23172507937135234;0.1768414650453416;0.1758;0.16642995432568536;2023-05-08 03:20:26
6;0.22148653076875116;0.17447221204871932;0.1732;0.16636097723602114;2023-05-08 03:21:22
7;0.21989840677343694;0.17889932694641947;0.1778;0.17127809379682468;2023-05-08 03:22:21
8;0.2230939623480621;0.18397543391040827;0.1832;0.1785365362995991;2023-05-08 03:23:17
9;0.23264489861337506;0.18539595187782698;0.1852;0.18125432460369553;2023-05-08 03:24:09
