epoch;step;loss_value;timestamp
epoch;step;loss_value;timestamp
0;99;2.422690351009369;2023-04-28 18:35:06
0;199;2.3750199937820433;2023-04-28 18:35:17
0;299;2.3637335181236265;2023-04-28 18:35:26
0;399;2.312477128505707;2023-04-28 18:35:35
0;499;2.293367819786072;2023-04-28 18:35:44
1;99;2.246404757499695;2023-04-28 18:35:55
1;199;2.230405242443085;2023-04-28 18:36:04
1;299;2.1687279105186463;2023-04-28 18:36:14
1;399;2.095376889705658;2023-04-28 18:36:23
1;499;2.0202546775341035;2023-04-28 18:36:33
2;99;1.9170661568641663;2023-04-28 18:36:43
2;199;1.846329344511032;2023-04-28 18:36:52
2;299;1.7517819607257843;2023-04-28 18:36:59
2;399;1.6477978801727295;2023-04-28 18:37:08
2;499;1.542243002653122;2023-04-28 18:37:19
3;99;1.4223937606811523;2023-04-28 18:37:29
3;199;1.3526142740249634;2023-04-28 18:37:39
3;299;1.2557081258296967;2023-04-28 18:37:47
3;399;1.1758004993200302;2023-04-28 18:37:58
3;499;1.132893260717392;2023-04-28 18:38:08
4;99;1.030009064078331;2023-04-28 18:38:20
4;199;1.0054201877117157;2023-04-28 18:38:30
4;299;0.9536826103925705;2023-04-28 18:38:39
4;399;0.9112993317842484;2023-04-28 18:38:49
4;499;0.8939592957496643;2023-04-28 18:38:59
5;99;0.8191257989406586;2023-04-28 18:39:11
5;199;0.8136732995510101;2023-04-28 18:39:19
5;299;0.7711031520366669;2023-04-28 18:39:29
5;399;0.7344847646355629;2023-04-28 18:39:38
5;499;0.7265770196914673;2023-04-28 18:39:48
6;99;0.6742060333490372;2023-04-28 18:39:58
6;199;0.6701954606175423;2023-04-28 18:40:08
6;299;0.6295781069993973;2023-04-28 18:40:17
6;399;0.6094113245606423;2023-04-28 18:40:25
6;499;0.6043257218599319;2023-04-28 18:40:34
7;99;0.5658974921703339;2023-04-28 18:40:45
7;199;0.5648247545957565;2023-04-28 18:40:51
7;299;0.5300069323182106;2023-04-28 18:40:58
7;399;0.5212845185399055;2023-04-28 18:41:08
7;499;0.5142148187756539;2023-04-28 18:41:17
8;99;0.4723611104488373;2023-04-28 18:41:29
8;199;0.4880819243192673;2023-04-28 18:41:39
8;299;0.4475562596321106;2023-04-28 18:41:48
8;399;0.4432072284817696;2023-04-28 18:41:57
8;499;0.4324278771877289;2023-04-28 18:42:06
9;99;0.40824269205331803;2023-04-28 18:42:18
9;199;0.4252364927530289;2023-04-28 18:42:27
9;299;0.3885987316071987;2023-04-28 18:42:38
9;399;0.38154859706759453;2023-04-28 18:42:48
9;499;0.37469429567456247;2023-04-28 18:42:58
