epoch;precision;recall;accuracy;f1;timestamp
0;0.1277085976068278;0.11879462169357773;0.17813267813267813;0.09533670057355996;2023-05-07 22:50:14
1;0.2321360400814783;0.20738494172365907;0.2532077532077532;0.19693680979993197;2023-05-07 22:50:23
2;0.31718505753926396;0.30463669573291857;0.35844935844935844;0.2975268428430427;2023-05-07 22:50:32
3;0.4770534495433548;0.4491433303018482;0.49726999726999727;0.4490704265901785;2023-05-07 22:50:41
4;0.5847336786880333;0.5625623091417944;0.6012831012831013;0.5673569242012722;2023-05-07 22:50:49
5;0.6634435603084438;0.6471674318383885;0.6767676767676768;0.6515499732285704;2023-05-07 22:50:58
6;0.6908633563623154;0.6780769608052402;0.7002457002457002;0.6799937023079887;2023-05-07 22:51:07
7;0.7162525722545239;0.7089424040513773;0.7265902265902265;0.708709505974065;2023-05-07 22:51:16
8;0.7222314848859503;0.7203101236043349;0.7365547365547366;0.7180385878906483;2023-05-07 22:51:25
9;0.7120098419903093;0.6865225106171052;0.7037947037947038;0.6907442383627407;2023-05-07 22:51:34
