epoch;step;loss_value;timestamp
epoch;step;loss_value;timestamp
0;99;2.4055184602737425;2023-04-28 18:29:26
0;199;2.347950825691223;2023-04-28 18:29:29
0;299;2.323762140274048;2023-04-28 18:29:32
0;399;2.256958568096161;2023-04-28 18:29:35
0;499;2.1857417607307434;2023-04-28 18:29:38
1;99;2.0599955236911773;2023-04-28 18:29:41
1;199;1.9195170938968658;2023-04-28 18:29:44
1;299;1.7534987807273865;2023-04-28 18:29:47
1;399;1.5735768795013427;2023-04-28 18:29:50
1;499;1.4461615431308745;2023-04-28 18:29:53
2;99;1.2886637628078461;2023-04-28 18:29:56
2;199;1.2140267366170883;2023-04-28 18:29:59
2;299;1.1070381993055343;2023-04-28 18:30:02
2;399;1.0358749043941498;2023-04-28 18:30:05
2;499;0.9841464531421661;2023-04-28 18:30:08
3;99;0.9043909120559692;2023-04-28 18:30:11
3;199;0.8855827015638351;2023-04-28 18:30:14
3;299;0.8115229970216751;2023-04-28 18:30:17
3;399;0.7741185247898101;2023-04-28 18:30:20
3;499;0.7440865299105645;2023-04-28 18:30:23
4;99;0.6905177763104439;2023-04-28 18:30:27
4;199;0.6888831400871277;2023-04-28 18:30:30
4;299;0.6331360927224159;2023-04-28 18:30:32
4;399;0.5977838703989983;2023-04-28 18:30:35
4;499;0.5898056903481483;2023-04-28 18:30:38
5;99;0.5364050233364105;2023-04-28 18:30:42
5;199;0.5388229051232338;2023-04-28 18:30:45
5;299;0.49988995730876923;2023-04-28 18:30:48
5;399;0.47721131771802905;2023-04-28 18:30:51
5;499;0.4796129578351975;2023-04-28 18:30:53
6;99;0.427020483314991;2023-04-28 18:30:57
6;199;0.4592198498547077;2023-04-28 18:31:00
6;299;0.40854850023984907;2023-04-28 18:31:03
6;399;0.38607862174510954;2023-04-28 18:31:06
6;499;0.3940896190702915;2023-04-28 18:31:09
7;99;0.3589885680377483;2023-04-28 18:31:12
7;199;0.3818834365904331;2023-04-28 18:31:16
7;299;0.33929910495877263;2023-04-28 18:31:18
7;399;0.31808695048093794;2023-04-28 18:31:21
7;499;0.3176394410431385;2023-04-28 18:31:24
8;99;0.3025132164359093;2023-04-28 18:31:28
8;199;0.31857697769999505;2023-04-28 18:31:31
8;299;0.29842544451355935;2023-04-28 18:31:34
8;399;0.2666461339592934;2023-04-28 18:31:36
8;499;0.2697842536866665;2023-04-28 18:31:39
9;99;0.24318548634648324;2023-04-28 18:31:43
9;199;0.2640486851334572;2023-04-28 18:31:46
9;299;0.2673267474025488;2023-04-28 18:31:49
9;399;0.23643096432089805;2023-04-28 18:31:52
9;499;0.22988963589072228;2023-04-28 18:31:55
