epoch;precision;recall;accuracy;f1;timestamp
0;0.22710484993754232;0.23063275221884733;0.23;0.2083442030216771;2023-05-08 02:50:26
1;0.3095332339530688;0.30674032117646277;0.3068;0.29790389619999685;2023-05-08 02:50:41
2;0.34685514333352163;0.3432586648268635;0.3434;0.3353292783425679;2023-05-08 02:50:55
3;0.3739017773866339;0.3766589611077586;0.3758;0.36965325781414216;2023-05-08 02:51:09
4;0.38845554508827246;0.3915357295310962;0.3912;0.3862598977376781;2023-05-08 02:51:23
5;0.41036396241895606;0.4142700630805738;0.4138;0.40815251122732016;2023-05-08 02:51:38
6;0.4242732797811609;0.4249544317712745;0.4238;0.41855324492270274;2023-05-08 02:51:52
7;0.4281526922079455;0.43049129289525256;0.4294;0.4242951639813861;2023-05-08 02:52:06
8;0.4448002250122074;0.4425069958461112;0.4418;0.438471830932484;2023-05-08 02:52:21
9;0.44622137407595763;0.4464248961559353;0.446;0.4401544855926738;2023-05-08 02:52:36
