epoch;precision;recall;accuracy;f1;timestamp
0;0.4804926401829799;0.3919995351348586;0.4428064428064428;0.38095709136669215;2023-05-07 22:27:08
1;0.740075890469588;0.703815730897231;0.7238602238602239;0.7121206649131945;2023-05-07 22:27:49
2;0.8077536487334;0.7983534122672431;0.8104013104013104;0.7988843065681662;2023-05-07 22:28:35
3;0.8098550035701958;0.8066795696159283;0.8142233142233142;0.8066460222228949;2023-05-07 22:29:20
4;0.8203470748109325;0.8121254139084355;0.8195468195468195;0.8120629822021632;2023-05-07 22:30:00
5;0.8197163967449091;0.8275554054290698;0.8243243243243243;0.819130196472005;2023-05-07 22:30:39
6;0.8382164259960583;0.8444678572545978;0.8452088452088452;0.8392485424047903;2023-05-07 22:31:27
7;0.8393697070828645;0.8424016783529924;0.8452088452088452;0.8382753707698697;2023-05-07 22:32:13
8;0.8461479514910788;0.8383101679466238;0.8487578487578488;0.8403120472284702;2023-05-07 22:32:55
9;0.8306964110321822;0.837767089014077;0.8381108381108381;0.8321731652831105;2023-05-07 22:33:46
