epoch;precision;recall;accuracy;f1;timestamp
0;0.13090793028378783;0.1315937255508166;0.19423969423969423;0.09454522256844083;2023-05-08 00:41:39
1;0.2413491300489908;0.20473089527438387;0.2695877695877696;0.18241114156054486;2023-05-08 00:42:09
2;0.3888914843021499;0.35203293186154017;0.4093639093639094;0.34441718270023314;2023-05-08 00:42:38
3;0.5425849988400834;0.4998152047924065;0.5525525525525525;0.5089959453849559;2023-05-08 00:43:07
4;0.6434604858505765;0.589915897263692;0.6339066339066339;0.6041815847949328;2023-05-08 00:43:36
5;0.6804531963501919;0.6322059604567125;0.6718536718536718;0.6441923518864368;2023-05-08 00:44:06
6;0.7223948888395475;0.6655307917076159;0.6984711984711984;0.679839149431278;2023-05-08 00:44:36
7;0.7243463346159665;0.6786906410524497;0.708981708981709;0.6892343977165801;2023-05-08 00:45:06
8;0.7235415420813979;0.6954631326241123;0.7214032214032214;0.7020121492814205;2023-05-08 00:45:35
9;0.728849957340836;0.7018546360167508;0.7289107289107289;0.709840611214468;2023-05-08 00:46:04
